species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
White-winged Dove,vagrant,irregular,irregular,,June 15-21,,,,,,,,,,,June 15-21,June 15-21
Mourning Dove,resident,year-round,year-round,,,,,,,,,,,,,,
Yellow-billed Cuckoo,single-season,summer,,May 15-21,June 15-21,September 15-21,,,,,,,,,,,
Black-billed Cuckoo,single-season,summer,,May 8-14,May 22-31,June 22-30,,,,,,,,,,,
Common Nighthawk,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,June 8-14,July 15-21,August 22-31,September 15-21,,,,,
Chuck-will's-widow,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,,
Eastern Whip-poor-will,single-season,summer,,May 1-7,June 1-7,July 1-7,,,,,,,,,,,
Chimney Swift,single-season,summer,,May 1-7,May 15-21,September 22-30,,,,,,,,,,,
Ruby-throated Hummingbird,single-season,summer,,May 8-14,September 1-7,October 1-7,,,,,,,,,,,
Rufous Hummingbird,vagrant,irregular,irregular,,November 22-30,,,,,,,,,,,October 15-21,November 22-30
King Rail,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,May 15-21
Virginia Rail,single-season,summer,,April 8-14,April 22-30,August 1-7,,,,,,,,,,,
Sora,single-season,summer,,April 8-14,May 1-7,June 1-7,,,,,,,,,,,
Common Gallinule,single-season,summer,,April 15-21,July 1-7,October 8-14,,,,,,,,,,,
American Coot,two-passage-migrant,two-passage,,,,,March 8-14,April 15-21,May 8-14,September 22-30,October 22-31,December 22-31,,,,,
Yellow Rail,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,May 1-7
Black Rail,vagrant,irregular,irregular,,June 22-30,,,,,,,,,,,June 22-30,July 1-7
Limpkin,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,August 22-31,November 8-14
Sandhill Crane,single-season,summer,,February 15-21,April 1-7,October 22-31,,,,,,,,,,,
Whooping Crane,vagrant,irregular,irregular,,April 8-14,,,,,,,,,,,April 8-14,April 8-14
Black-necked Stilt,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,September 15-21,September 15-21
American Avocet,single-season,summer,,June 22-30,July 15-21,August 15-21,,,,,,,,,,,
Black-bellied Plover,single-season,summer,,August 15-21,September 15-21,October 15-21,,,,,,,,,,,
American Golden-Plover,single-season,summer,,August 22-31,September 1-7,October 15-21,,,,,,,,,,,
Killdeer,single-season,summer,,February 22-28,March 22-31,November 1-7,,,,,,,,,,,
Semipalmated Plover,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 15-21,July 22-31,September 1-7,September 22-30,,,,,
Piping Plover,vagrant,irregular,irregular,,July 22-31,,,,,,,,,,,April 15-21,August 22-31
Upland Sandpiper,single-season,summer,,June 15-21,July 1-7,July 22-31,,,,,,,,,,,
Hudsonian Whimbrel,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,August 22-31
Hudsonian Godwit,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,August 22-31,August 22-31
Marbled Godwit,vagrant,irregular,irregular,,June 22-30,,,,,,,,,,,May 8-14,August 22-31
Short-billed Dowitcher,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 8-14,September 8-14
Long-billed Dowitcher,vagrant,irregular,irregular,,April 1-7,,,,,,,,,,,April 1-7,October 15-21
American Woodcock,single-season,summer,,March 1-7,March 22-31,May 22-31,,,,,,,,,,,
Wilson's Snipe,two-passage-migrant,two-passage,,,,,March 22-31,April 8-14,May 8-14,August 15-21,October 1-7,October 22-31,,,,,
Wilson's Phalarope,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 1-7,August 15-21,August 15-21,September 1-7,,,,,
Red Phalarope,vagrant,irregular,irregular,,September 1-7,,,,,,,,,,,September 1-7,November 15-21
Red-necked Phalarope,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,May 15-21,October 15-21
Spotted Sandpiper,single-season,summer,,April 22-30,August 8-14,September 15-21,,,,,,,,,,,
Solitary Sandpiper,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 15-21,July 15-21,August 15-21,September 15-21,,,,,
Lesser Yellowlegs,two-passage-migrant,two-passage,,,,,April 15-21,May 1-7,May 15-21,July 8-14,August 22-31,September 15-21,,,,,
Willet,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 15-21,June 22-30,June 22-30,August 8-14,,,,,
Greater Yellowlegs,two-passage-migrant,two-passage,,,,,April 8-14,April 22-30,May 15-21,July 15-21,August 22-31,November 1-7,,,,,
Ruddy Turnstone,two-passage-migrant,two-passage,,,,,May 15-21,May 22-31,June 1-7,July 22-31,August 22-31,September 22-30,,,,,
Red Knot,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,August 22-31,September 8-14
Curlew Sandpiper,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,May 15-21
Stilt Sandpiper,vagrant,irregular,irregular,,September 1-7,,,,,,,,,,,August 1-7,October 1-7
Buff-breasted Sandpiper,vagrant,irregular,irregular,,September 1-7,,,,,,,,,,,July 22-31,September 15-21
Sanderling,single-season,summer,,July 15-21,September 8-14,November 8-14,,,,,,,,,,,
Dunlin,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,October 1-7,November 8-14,November 15-21,,,,,
Purple Sandpiper,vagrant,irregular,irregular,,November 22-30,,,,,,,,,,,January 1-7,December 22-31
Baird's Sandpiper,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,July 22-31,September 22-30
White-rumped Sandpiper,vagrant,irregular,irregular,,October 8-14,,,,,,,,,,,May 15-21,October 22-31
Least Sandpiper,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 15-21,July 15-21,August 15-21,September 8-14,,,,,
Pectoral Sandpiper,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 1-7,July 15-21,August 15-21,October 15-21,,,,,
Semipalmated Sandpiper,single-season,summer,,July 22-31,August 22-31,September 8-14,,,,,,,,,,,
Parasitic Jaeger,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,September 8-14,October 22-31
Pomarine Jaeger,vagrant,irregular,irregular,,October 22-31,,,,,,,,,,,,
Little Gull,single-season,summer,,September 8-14,September 8-14,September 8-14,,,,,,,,,,,
Black-legged Kittiwake,single-season,winter,,,,,,,,,,,December 22-31,January 15-21,February 1-7,,
Bonaparte's Gull,two-passage-migrant,two-passage,,,,,April 15-21,April 15-21,April 15-21,July 22-31,November 1-7,December 8-14,,,,,
Laughing Gull,vagrant,irregular,irregular,,June 1-7,,,,,,,,,,,May 22-31,July 1-7
Franklin's Gull,single-season,summer,,October 1-7,October 1-7,October 1-7,,,,,,,,,,,
Short-billed Gull,vagrant,irregular,irregular,,December 22-31,,,,,,,,,,,December 22-31,December 22-31
Ring-billed Gull,resident,year-round,year-round,,,,,,,,,,,,,,
American Herring Gull,resident,year-round,year-round,,,,,,,,,,,,,,
Great Black-backed Gull,single-season,winter,,,,,,,,,,,July 15-21,November 22-30,April 1-7,,
Glaucous Gull,single-season,winter,,,,,,,,,,,November 15-21,December 22-31,March 22-31,,
Lesser Black-backed Gull,single-season,winter,,,,,,,,,,,May 22-31,October 1-7,March 22-31,,
California Gull,vagrant,irregular,irregular,,October 1-7,,,,,,,,,,,October 1-7,October 1-7
Iceland Gull,single-season,winter,,,,,,,,,,,December 22-31,December 22-31,March 1-7,,
Caspian Tern,single-season,summer,,April 15-21,August 22-31,September 15-21,,,,,,,,,,,
Black Tern,single-season,summer,,June 8-14,June 8-14,July 1-7,,,,,,,,,,,
Forster's Tern,two-passage-migrant,two-passage,,,,,May 8-14,June 8-14,June 8-14,July 15-21,September 8-14,October 22-31,,,,,
Common Tern,two-passage-migrant,two-passage,,,,,May 8-14,May 22-31,May 22-31,August 1-7,September 8-14,October 22-31,,,,,
Royal Tern,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,May 22-31,May 22-31
Pied-billed Grebe,two-passage-migrant,two-passage,,,,,March 8-14,April 15-21,May 1-7,August 22-31,October 15-21,November 15-21,,,,,
Horned Grebe,two-passage-migrant,two-passage,,,,,February 22-28,March 22-31,April 22-30,October 22-31,November 15-21,January 1-7,,,,,
